Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE109240	"The psychiatric disease risk gene NT5C2 regulates AMPK signalling in human neural progenitor cells, and is involved in locomotor behaviour in Drosophila melanogaster"	"Expression profiling by array"	"Homo sapiens"	11		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109240/suppl"			"Deepak P Srivastava"	"Jan 26, 2018"
GSE109576	"Global gene expression profiling in A549 cells exposed to TCDD, CH223191 or TCDD+CH223191 for 6 h"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109576/suppl"	29704546		"Jirina Prochazkova"	"Jan 25, 2018"
GSE109021	"Identification of Androgen Receptor Modulators in a Prostate Cancer Cell Line Microarray Compendium"	"Expression profiling by array"	"Homo sapiens"	96		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109021/suppl"			"J Christopher Corton"	"Jan 24, 2018"
GSE104212	"Role of hypoxia in Diffuse Large B-cell Lymphoma: Metabolic repression and selective translation of HK2 facilitates development of DLBCL"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104212/suppl"	29335581		"Kevin G Becker"	"Jan 23, 2018"
GSE98613	"Skeletal muscle “ex vivo” mitochondrial respiration parallels decline in vivo oxidative capacity, cardiorespiratory fitness and muscle strength: the Baltimore Longitudinal Study of Aging."	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98613/suppl"	29356348		"Kevin G Becker"	"Jan 22, 2018"
GSE109346	"The role of metallothionenins and Slc genes in accommodation in ABOincompatible transplantation"	"Expression profiling by array"	"Homo sapiens"	26		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109346/suppl"			"Petra Hruba"	"Jan 19, 2018"
GSE109359	"Integrative genomic analysis in HCC samples [RRS1]"	"Expression profiling by array"	"Homo sapiens"	6		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109359/suppl"			"Gangqiao Zhou"	"Jan 19, 2018"
GSE109361	"Integrative genomic analysis in HCC samples"	"Expression profiling by array;Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	80		"CEL;IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109361/suppl"			"Gangqiao Zhou"	"Jan 19, 2018"
GSE109170	"Chemokine expression in the early response to injury in human airway epithelial cells"	"Expression profiling by array"	"Homo sapiens"	96		"XLSX"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109170/suppl"	29534074		"Steven R White"	"Jan 14, 2018"
GSE100592	"Comparative cardiac induction time-courses using wild-type or genetically modified human embryonic stem cells"	"Expression profiling by array"	"Homo sapiens"	24		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100592/suppl"	29337667		"Boris Greber"	"Jan 13, 2018"
GSE101780	"Comparison of GATA3 mutant and GATA3 wild type isogenic MCF-7 and CAMA1 breast cancer cell lines"	"Expression profiling by array"	"Homo sapiens"	13		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101780/suppl"	29262572		"Josh Lauring"	"Jan 12, 2018"
GSE102117	"ICG-001 activates a series of ER stress response genes in monocyte derived macrophages (MDMs)"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102117/suppl"	29290987		"Stephen Taylor"	"Jan 12, 2018"
GSE109118	"cDNA microarray data after Pseudomonas aeruginosa (PAO1) infection in normal human nasal epithelial (NHNE) cells"	"Expression profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109118/suppl"			"Yung Jin Jeon"	"Jan 12, 2018"
GSE103155	"Genome-wide analysis of gefitinib-tolerant gene expression in single cell-derived clones"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103155/suppl"			"Wen Cai Zhang"	"Jan 11, 2018"
GSE101740	"Influence of increased CacyBP/SIP level on gene expression pattern in HCT116 cells"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101740/suppl"	29197151		"Beata Alicja Kądziołka"	"Jan 04, 2018"
GSE59183	"Human A375 melanoma cell line treated with trifluorothymidine (TFT) and lactimidomycin (LTM)"	"Expression profiling by array"	"Homo sapiens"	12		"CSV;IDAT;LOCS;SDF;TIFF;TXT;XML"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59183/suppl"			"Wencai Ma"	"Jan 01, 2018"
GSE59340	"Human A375 melanoma cell line treated with ciclopirox and crizotinib"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59340/suppl"			"Wencai Ma"	"Jan 01, 2018"
GSE59341	"Human WM35 melanoma cell line treated with trifluorothymidine(TFT) and lactimidomycin(LTM)"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59341/suppl"			"Wencai Ma"	"Jan 01, 2018"
GSE59342	"Human WM35 melanoma cell line treated with ciclopirox and crizotinib"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59342/suppl"			"Wencai Ma"	"Jan 01, 2018"
GSE59343	"Generating IGF1 signatures in human melanoma cell lines by activation of IGF1 or ihibition of IGF1R"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59343/suppl"			"Wencai Ma"	"Jan 01, 2018"
GSE59409	"Correlating Gene Signatures with Outcome to find Features and Drugs Relevant to Cancer"	"Expression profiling by array"	"Homo sapiens"	72		"CSV;IDAT;LOCS;TIFF;TXT;XML"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59409/suppl"			"Wencai Ma"	"Jan 01, 2018"
GSE67352	"Reversible reprogramming of memory Tfh cell function during chronic HIV infection"	"Expression profiling by array"	"Homo sapiens"	29		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67352/suppl"			"Dan Barouch"	"Jan 01, 2018"
GSE69581	"Complement pathway gene activation and rising circulating immune complexes characterize early disease in HIV-associated tuberculosis"	"Expression profiling by array"	"Homo sapiens"	50		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69581/suppl"	29339504		"Hanif Esmail"	"Jan 01, 2018"
GSE91389	"Targeting ribonucleotide reductase by 3-AP in primary effusion lymphoma"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91389/suppl"	28459467		"Zhiqiang Qin"	"Jan 01, 2018"
GSE93099	"MO-OH-Nap and SAHA induce distinct patterns of gene expression in the multiple myeloma cell line U266."	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93099/suppl"			"Qiang Hu"	"Jan 01, 2018"
GSE94157	"Detailed comparison of retroviral vectors and promoter configurations for stable and high transgene expression in human induced pluripotent stem cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94157/suppl"			"Franz-Josef Müller"	"Jan 01, 2018"
GSE72881	"lncRNA NDRG1-OT1 downstream gene microarray"	"Expression profiling by array"	"Homo sapiens"	6		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72881/suppl"	29535820		"Liang-Chuan Lai"	"Dec 31, 2017"
GSE100199	"A COUP-TFII human embryonic stem cell reporter line to identify and purify atrial cardiomyocytes"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100199/suppl"	29173897		"Robert Passier"	"Dec 31, 2017"
GSE81641	"Oncogenic KRAS mediates amino acid metabolism during nutrient stress via regulation of NRF2 and ATF4 in NSCLC [low versus high Q]"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81641/suppl"			"E. Alejandro Sweet-Cordero"	"Dec 30, 2017"
GSE81642	"Oncogenic KRAS mediates amino acid metabolism during nutrient stress via regulation of NRF2 and ATF4 in NSCLC [shKRAS high Q]"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81642/suppl"			"E. Alejandro Sweet-Cordero"	"Dec 30, 2017"
GSE81643	"Oncogenic KRAS mediates amino acid metabolism during nutrient stress via regulation of NRF2 and ATF4 in NSCLC [shKRAS low Q]"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81643/suppl"			"E. Alejandro Sweet-Cordero"	"Dec 30, 2017"
GSE81644	"Oncogenic KRAS mediates amino acid metabolism during nutrient stress via regulation of NRF2 and ATF4 in NSCLC"	"Expression profiling by array"	"Homo sapiens"	24						"E. Alejandro Sweet-Cordero"	"Dec 30, 2017"
GSE100404	"Identification of specifically activated angiogenic molecules in HMGB-1-induced angiogenesis"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100404/suppl"	29065965		"YUJIN KWON"	"Dec 29, 2017"
GSE77982	"Gene expression profile in gastric cancer cells by Verteporfin (VP)"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77982/suppl"	29228735		"YUNYONG PARK"	"Dec 26, 2017"
GSE108363	"Mycobacterium tuberculosis Exploits a Molecular Off Switch of the Immune System for Intracellular Survival"	"Expression profiling by array"	"Homo sapiens"	186		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108363/suppl"	29330469		"Maurice Berk"	"Dec 21, 2017"
GSE89891	"Inhibition of the H3K9 methyltransferase epigenetic regulator G9A attenuates oncogenicity but provokes a survival response via activation of the hypoxia pathway"	"Expression profiling by array"	"Homo sapiens"	27		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89891/suppl"			"Kian Leong LEE"	"Dec 20, 2017"
GSE94360	"Regulation of HuR structure and function by Dihydrotanshinone-I"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94360/suppl"	28934484		"Kevin G Becker"	"Dec 20, 2017"
GSE108292	"Integrative genomic and cellular analyses of blood and T cells from HIV-1 controllers reveal a low inflammatory profile associated with strong HIV-specific adaptive responses [CD4/CD8]"	"Expression profiling by array"	"Homo sapiens"	37		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108292/suppl"			"Hakim hocini"	"Dec 20, 2017"
GSE108294	"Integrative genomic and cellular analyses of blood and T cells from HIV-1 controllers reveal a low inflammatory profile associated with strong HIV-specific adaptive responses [PBMC]"	"Expression profiling by array"	"Homo sapiens"	81		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108294/suppl"			"Hakim hocini"	"Dec 20, 2017"
GSE108296	"Integrative genomic and cellular analyses of blood and T cells from HIV-1 controllers reveal a low inflammatory profile associated with strong HIV-specific adaptive responses [Whole Blood]"	"Expression profiling by array"	"Homo sapiens"	80		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108296/suppl"			"Hakim hocini"	"Dec 20, 2017"
GSE108297	"Integrative genomic and cellular analyses of blood and T cells from HIV-1 controllers reveal a low inflammatory profile associated with strong HIV-specific adaptive responses"	"Expression profiling by array"	"Homo sapiens"	198						"Hakim hocini"	"Dec 20, 2017"
GSE96703	"Time-dependent regulation of cellular programming of monocytes by NCOR2 [Illumina array]"	"Expression profiling by array;Third-party reanalysis"	"Homo sapiens"	51		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE96nnn/GSE96703/suppl"	29262348		"Joachim Schultze"	"Dec 19, 2017"
GSE96719	"Time-dependent regulation of cellular programming of monocytes by NCOR2"	"Expression profiling by array;Expression profiling by high throughput sequencing"	"Homo sapiens"	77				29262348		"Joachim Schultze"	"Dec 19, 2017"
GSE70071	"Enabling phenotypic drug discovery for neurological mitochondrial DNA disorders with patient-derived neural progenitor cells"	"Expression profiling by array"	"Homo sapiens"	40		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70071/suppl"	28132834		"Nancy Mah"	"Dec 07, 2017"
GSE97625	"Analysis of immediate-early induced target genes of the BMP and WNT pathways in human ES cells"	"Expression profiling by array"	"Homo sapiens"	4		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97625/suppl"	29382828		"Boris Greber"	"Dec 07, 2017"
GSE97627	"Comparative cardiac induction time-courses using WT, EOMES KO, and EOMES TET-ON human ES cells"	"Expression profiling by array"	"Homo sapiens"	24		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97627/suppl"	29382828		"Boris Greber"	"Dec 07, 2017"
GSE102758	"MicroRNA-7-5p mediates the anti-oncogenic effect of hepatocyte growth factor in the MCF-10A mammary epithelial cell"	"Expression profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102758/suppl"	29133945		"Juyeon Ham"	"Dec 06, 2017"
GSE94670	"PQR309 is a novel dual PI3K/mTOR inhibitor with antitumor pre-clinical activity in lymphomas as single agent and in combination"	"Expression profiling by array"	"Homo sapiens"	84		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94670/suppl"	29066507		"Francesco Bertoni"	"Dec 05, 2017"
GSE80435	"Whole genome landscapes of major melanoma subtypes"	"Expression profiling by array"	"Homo sapiens"	33		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80435/suppl"	28467829		"Graham J. Mann"	"Dec 01, 2017"
GSE92764	"LPAR signaling activated in neural crest stem cells promotes melanoma cell growth, invasion and therapy resistance [HumanHT-12 V4.0]"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92764/suppl"			"Jianglan Liu"	"Dec 01, 2017"
GSE92765	"LPAR signaling activated in neural crest stem cells promotes melanoma cell growth, invasion and therapy resistance"	"Expression profiling by array"	"Homo sapiens"	47						"Jianglan Liu"	"Dec 01, 2017"
GSE92990	"Gene expression of magnetic fluid hyperthermia (MFH) in ovarian cancer cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92990/suppl"			"Sangbae Kim"	"Dec 01, 2017"
GSE63992	"Altered intestinal functions and increased local inflammation in insulin-resistant obese subjects: a gene-expression profile analysis."	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63992/suppl"	26376914		"Yohan Bossé"	"Nov 30, 2017"
GSE107481	"In vitro transformation of human bronchial epithelial cells by diesel exhaust particles"	"Expression profiling by array"	"Homo sapiens"	42		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107481/suppl"			"Steen Mollerup"	"Nov 30, 2017"
GSE107513	"The molecular basis of T-PLL is an actionable perturbation of TCL1/ATM- and epigenetically instructed damage responses"	"Expression profiling by array;Genome variation profiling by SNP array"	"Homo sapiens;Mus musculus"	276		"CEL;CNCHP;IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107513/suppl"	29449575		"Dr. Marco Herling"	"Nov 30, 2017"
GSE107397	"The molecular basis of T-PLL is an actionable perturbation of TCL1/ATM- and epigenetically instructed damage responses [human gene expression array]"	"Expression profiling by array"	"Homo sapiens"	140		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107397/suppl"	29449575		"Dr. Marco Herling"	"Nov 28, 2017"
GSE83946	"Transcriptome profile of ureter tissue originating from CAKUT patients and healthy kidney donors"	"Expression profiling by array"	"Homo sapiens"	26		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83946/suppl"			"Aleksandra Stankovic"	"Nov 27, 2017"
GSE92564	"Hsa-miR-500a-5p target discovery"	"Expression profiling by array"	"Homo sapiens"	21		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92564/suppl"	29162888		"Hector Hernandez-Vargas"	"Nov 27, 2017"
GSE107287	"Universal corneal epithelial-like cells derived from human pluripotent stem cells in xeno-free and albumin-free condition"	"Expression profiling by array"	"Homo sapiens"	5		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107287/suppl"			"Jung Woo Park"	"Nov 23, 2017"
GSE85452	"Methylation and expression profiles of monocytes in monozygotic twins: role in Myasthenia Gravis [expression profiling]"	"Expression profiling by array"	"Homo sapiens"	25		"CSV;IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85452/suppl"	28549776		"Sonia Berrih-Aknin"	"Nov 22, 2017"
GSE85649	"Methylation and expression profiles of monocytes in monozygotic twins: role in Myasthenia Gravis"	"Expression profiling by array;Methylation profiling by array"	"Homo sapiens"	48		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85649/suppl"	28549776		"Sonia Berrih-Aknin"	"Nov 22, 2017"
GSE107128	"Transcriptomic analysis of human fetal microglia during mid-trimester gestation"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107128/suppl"	29275859		"jinmiao chen"	"Nov 21, 2017"
GSE107130	"Microbiome influences prenatal and adult microglia in a sex-specific"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing"	"Homo sapiens;Mus musculus"	106				29275859		"jinmiao chen"	"Nov 21, 2017"
GSE107214	"Epigenetic Effects of Maternal Obesity on Wharton's Jelly (WJ) Mesenchymal Stromal Cells (MSCs): Implications For Cellular Therapy. (expression study)"	"Expression profiling by array"	"Homo sapiens"	42		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107214/suppl"			"Pierre de la Grange"	"Nov 21, 2017"
GSE107215	"Epigenetic Effects of Maternal Obesity on Wharton's Jelly (WJ) Mesenchymal Stromal Cells (MSCs): Implications For Cellular Therapy."	"Expression profiling by array;Methylation profiling by array"	"Homo sapiens"	84		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107215/suppl"			"Pierre de la Grange"	"Nov 21, 2017"
GSE106782	"Genome-wide analysis of gene expression by IFNβ in Transformed HMEC (Epithelial/non-CSC, Mesenchymal/CSC)"	"Expression profiling by array"	"Homo sapiens"	8		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106782/suppl"			"Mary Rose Doherty"	"Nov 12, 2017"
GSE106073	"SNAIL1-mediated Downregulation of FOXA Proteins Facilitates the Inactivation of Transcriptional Enhancer Elements at Key Epithelial Genes in Colorectal Cancer Cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106073/suppl"	29155818		"Hauke Busch"	"Nov 10, 2017"
GSE89673	"Transcriptome analysis of GIST430 and GIST882 cells transfected with nontargeting microRNA or with miR-494"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89673/suppl"	29277888		"SeongJu Yun"	"Nov 09, 2017"
GSE102067	"An RNAi screen reveals an essential role for HIPK4 in human skin epithelial differentiation from iPSCs"	"Expression profiling by array"	"Homo sapiens"	21		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102067/suppl"	28966120		"Lionel Larribere"	"Nov 09, 2017"
GSE100778	"Role of Branched Chain Amino Acid Transaminase 1 (BCAT1) in Acute Myeloid Leukemia [expression_BCAT1-KD]"	"Expression profiling by array"	"Homo sapiens"	18		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100778/suppl"	29144447		"Simon Raffel"	"Nov 08, 2017"
