Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE33877	"Comparative Expression Profile of miRNA and mRNA in Primary Peripheral Blood Mononuclear Cells Infected with Human Immunodeficiency Virus (HIV-1) [mRNA]"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33877/suppl"	21829495		"Pruthvi S. R. Nagilla"	"Nov 23, 2011"
GSE33879	"Comparative Expression Profile of miRNA and mRNA in Primary Peripheral Blood Mononuclear Cells Infected with Human Immunodeficiency Virus (HIV-1)"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens"	24				21829495		"Pruthvi S. R. Nagilla"	"Nov 23, 2011"
GSE33734	"Differential gene expression profiles of side population and non-side population cells of malignant pleural mesothelioma"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33734/suppl"			"naimei tang"	"Nov 18, 2011"
GSE31679	"A Comparative Analysis of the Transcriptome of Hypoxia and Inflammation in Swan 71 Human Trophophoblast Cells: Its Implications in Preeclampsia"	"Expression profiling by array"	"Homo sapiens"	39		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31679/suppl"			"nandor gabor than"	"Nov 15, 2011"
GSE33321	"Genetic control of gene expression in whole blood and lymphoblastoid cell lines is largely independent"	"Expression profiling by array"	"Homo sapiens"	192		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33321/suppl"	22183966;24013639		"Joseph E Powell"	"Oct 29, 2011"
GSE24450	"183 breast tumors from the Helsinki Univerisity Central Hospital with survival information"	"Expression profiling by array"	"Homo sapiens"	183		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24450/suppl"	22171747;21542898		"Dario Greco"	"Oct 01, 2011"
GSE23571	"THE GENE EXPRESSION PROFILE CHANGES OF HUMAN MEIBOMIAN GLAND EPITHELIAL CELLS UNDER DIFFERENTIATION"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23571/suppl"			"David A Sullivan"	"Sep 28, 2011"
GSE32367	"Regulation of gene expression by GLIPR1 in prostate cancer cells"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32367/suppl"	22025562		"Timothy C. Thompson"	"Sep 26, 2011"
GSE32252	"Prognostic DNA Methylation Patterns in CN-AML; a genome wide methylation and gene expression study"	"Methylation profiling by array;Expression profiling by array"	"Homo sapiens"	99				21960591		"Stefan Deneberg"	"Sep 21, 2011"
GSE30622	"Dual Role of FoxA1 in Androgen Receptor Binding to Chromatin, Androgen Signaling and Prostate Cancer [Expression Array]"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30622/suppl"	21915096		"Olli A. Jänne"	"Sep 14, 2011"
GSE30624	"Dual Role of FoxA1 in Androgen Receptor Binding to Chromatin, Androgen Signaling and Prostate Cancer"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	31		"BED;SAM;TXT;WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30624/suppl"	21915096		"Olli A. Jänne"	"Sep 14, 2011"
GSE31941	"Prognostic DNA Methylation Patterns in Cytogenetically Normal Acute Myeloid Leukemia are predefined by Stem Cell Chromatin Marks [gene expression]"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31941/suppl"	21960591		"Stefan Deneberg"	"Sep 07, 2011"
GSE27175	"Formalin Fixation at Low Temperature Better Preserves Nucleic Acid Integrity"	"Expression profiling by array"	"Homo sapiens"	30				21698245		"Enzo Medico"	"Sep 05, 2011"
GSE31845	"Investigation of Isogenic Human Embryonic Stem Cells and Derived Induced Pluripotent Stem Cells and Differentiated Line"	"Expression profiling by array;SNP genotyping by SNP array;Genome variation profiling by SNP array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31845/suppl"	22022350		"Jonathan H Teichroeb"	"Sep 03, 2011"
GSE27666	"Evidence of mechanism how rs7575840 influences apolipoprotein B containing lipid particles"	"Expression profiling by array"	"Homo sapiens"	175		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27666/suppl"	21393584		"Blake Edwin Haas"	"Sep 01, 2011"
GSE31715	"Metronomic doxorubicin blocks HIF-1α-mediated responses in sarcomas and augments the effects of anti-VEGF-A therapy"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31715/suppl"	20932656		"Peter J Park"	"Aug 30, 2011"
GSE29342	"Interactions between glucocorticoid treatment and cis-regulatory polymorphisms contribute to cellular response phenotypes"	"Expression profiling by array"	"Homo sapiens"	480		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29342/suppl"	21750684		"Joseph C Maranville"	"Aug 18, 2011"
GSE23506	"Differences in subcutaneous adipose tissue gene expression between obese African Americans and Hispanic Youths"	"Expression profiling by array"	"Homo sapiens"	36		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23506/suppl"	22025778		"Swapna Mahurkar"	"Aug 01, 2011"
GSE29105	"Isolation of single human hematopoietic stem cells capable of long-term multilineage engraftment"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29105/suppl"	21737740		"Sergei Doulatov"	"Aug 01, 2011"
GSE23388	"DNA methylation and expression profiling study for prostate cancer"	"Expression profiling by array;Methylation profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23388/suppl"	21571867		"Seon-Kyu Kim"	"Jul 25, 2011"
GSE30029	"Gene expression profiling in the leukemic stem cell-enriched CD34+ fraction identifies target genes that predict prognosis in normal karyotype AML"	"Expression profiling by array"	"Homo sapiens"	121		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30029/suppl"	21760593;25287709		"JJ Schuringa"	"Jul 19, 2011"
GSE22941	"High content analysis of estrogen receptor activity: a mechanism-driven approach to compound testing"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22941/suppl"			"David S Loose"	"Jul 14, 2011"
GSE29555	"Gene co-expression networks in human brain predict chromatin modifications in alcohol abusers"	"Expression profiling by array"	"Homo sapiens"	128		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29555/suppl"			"R. Dayne Mayfield"	"Jul 12, 2011"
GSE22652	"Germline PTEN promoter variants affect the expression profile in breast tumors"	"Expression profiling by array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22652/suppl"	22171747		"Dario Greco"	"Jul 01, 2011"
GSE20346	"Expression profiling of critically ill influenza and bacterial pneumonia patients, also influenza vaccination recipients"	"Expression profiling by array"	"Homo sapiens"	81	GDS3919	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20346/suppl"	21408152		"Grant Parnell"	"Jun 30, 2011"
GSE22692	"The effect of HES6 silencing on the gene expression profiles of the glioblastoma A172 and LN405 cell lines"	"Expression profiling by array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22692/suppl"	21785461		"Saija M Haapa-Paananen"	"Jun 30, 2011"
GSE18721	"The effects of Hmgb1 depletion on gene expression in human cells"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18721/suppl"	21738444		"Riccardo Lorenzo Rossi"	"Jun 28, 2011"
GSE22880	"Gene expression profile of primary human naive and memory CD4+ T lymphocytes."	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22880/suppl"	21706005		"Riccardo Lorenzo Rossi"	"Jun 26, 2011"
GSE30027	"Human lung CD8+ T cells compared with paired non-naive peripheral blood CD8+ T cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30027/suppl"			"Berber Piet"	"Jun 20, 2011"
GSE25046	"Identification of DNA Methylation Markers for Lineage Commitment of in vitro Hepatogenesis [mRNA profiling]"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25046/suppl"	21505074		"Mirang Kim"	"Jun 10, 2011"
GSE29650	"Gene Expression analysis of castration-resistant prostate cancer bone metastases"	"Expression profiling by array"	"Homo sapiens"	30		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29650/suppl"	21552559		"Pernilla Wikström"	"Jun 02, 2011"
GSE26004	"GPM6B regulates osteoblast differentiation and induction of mineralization by controlling cytoskeleton and matrix vesicle release."	"Expression profiling by array"	"Homo sapiens"	23		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26004/suppl"	21638316		"Jeroen van de Peppel"	"Jun 01, 2011"
GSE23500	"Differential effects of progesterone and medroxyprogesterone acetate on normal breast cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23500/suppl"	21336598		"Daniela Cimino"	"May 30, 2011"
GSE28785	"Effects of SAA treatment on global gene expression in THP-1 derived macrophages"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28785/suppl"			"Koon Yeow Leow"	"May 11, 2011"
GSE28616	"Differential gene expression profiles induced by Hoechst dyes"	"Expression profiling by array"	"Homo sapiens"	3		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28616/suppl"	21998702		"naimei tang"	"Apr 16, 2011"
GSE28633	"Comprehensive gene expression analysis of human embryonic stem cell during differentiation into neural cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28633/suppl"	21829537		"Vahid Hajihoseini"	"Apr 15, 2011"
GSE23549	"Enhancer-like function for long non-coding RNAs in human"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens"	13		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23549/suppl"	20887892		"Ulf Andersson Ørom"	"Apr 12, 2011"
GSE28558	"Gene expression analysis in A549 cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28558/suppl"	20887892		"Ulf Andersson Ørom"	"Apr 12, 2011"
GSE23440	"Gene expression profiling of IGROV1 cells after in vitro treatment with ascitic fluid from human ovarian cancer bearing mice"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23440/suppl"	21878529		"Loris De Cecco"	"Apr 01, 2011"
GSE23441	"IGROV1 gene expression analysis after in vivo locoregional treatment with CpG-ODN"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23441/suppl"	21878529		"Loris De Cecco"	"Apr 01, 2011"
GSE23442	"Gene expression profile of IGROV1 cells after in vitro treatment with CpG-ODN"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23442/suppl"	21878529		"Loris De Cecco"	"Apr 01, 2011"
GSE23491	"Gene expression profile of IGROV1 cells after treatment of saline or CpG-ODN"	"Expression profiling by array"	"Homo sapiens"	20				21878529		"Loris De Cecco"	"Apr 01, 2011"
GSE26867	"Nociceptor differentiation from pluripotent cells"	"Expression profiling by array"	"Homo sapiens"	33		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26867/suppl"	22750882		"Stuart M Chambers"	"Apr 01, 2011"
GSE18091	"Dihydrotestosterone induced changes in gene expression in immortalized human meibomian gland epithelial cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18091/suppl"			"David A Sullivan"	"Mar 31, 2011"
GSE18093	"Dihydrotestosterone induced changes in gene expression in primary and immortalized human corneal epithelial cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18093/suppl"			"David A Sullivan"	"Mar 31, 2011"
GSE18094	"Dihydrotestosterone induced changes in gene expression in immortalized human conjunctival epithelial cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18094/suppl"			"David A Sullivan"	"Mar 31, 2011"
GSE24537	"Gene Expression Profiles in Early Stages Uterine Serous Carcinomas in comparison to G3 and G1 Endometrioid Adenocarcinoma"	"Expression profiling by array"	"Homo sapiens"	33		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24537/suppl"	21448288		"Dan Wang"	"Mar 31, 2011"
GSE23673	"ZNF703 overexpression and/or knockdown in the breast cancer cell line MCF-7"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23673/suppl"	21337521		"Suraj Menon"	"Mar 27, 2011"
GSE20739	"Gene expression analysis of miR-663 knockdown under shear stress in HUVEC"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20739/suppl"	21378144		"Hanjoong Jo"	"Mar 10, 2011"
GSE26990	"Analysis of Promoter Methylation in Breast Cancer"	"Methylation profiling by array;Expression profiling by array"	"Homo sapiens"	107		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26990/suppl"	21368160		"Duncan Sproul"	"Mar 07, 2011"
GSE26210	"The effects of EBV transformation on gene expression"	"Expression profiling by array"	"Homo sapiens"	96		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26210/suppl"	21289059		"Minal Caliskan"	"Mar 01, 2011"
GSE26212	"The effects of EBV transformation on gene expression and methylation levels"	"Expression profiling by array;Methylation profiling by array"	"Homo sapiens"	192				21289059		"Minal Caliskan"	"Mar 01, 2011"
GSE27375	"Gene expression profiles elicited by estradiol and endoxifen in MCF7 parental and ER-beta expressing breast cancer cells"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27375/suppl"	21392396		"John Hawse"	"Feb 18, 2011"
GSE27226	"HDACI and DAC induce specific epigenetic profile in DLBCL"	"Expression profiling by array;Methylation profiling by array"	"Homo sapiens"	24	GDS4006	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27226/suppl"	21772049		"Matko Kalac"	"Feb 15, 2011"
GSE27231	"Hedgehog/GLI signalling and hormone independence in prostate cancer (PCa) cell lines"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27231/suppl"	21633508		"sandeep k Nadendla"	"Feb 13, 2011"
GSE27121	"Two different 4-week energy-restricted diets."	"Expression profiling by array"	"Homo sapiens"	70		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27121/suppl"	22170375		"Edi Prifti"	"Feb 09, 2011"
GSE20186	"Systematic meta-analysis and replication of genome-wide expression studies of Parkinson's disease"	"Expression profiling by array"	"Homo sapiens"	69		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20186/suppl"	20926834		"Bin Zheng"	"Feb 03, 2011"
GSE23911	"Isolation and characterization of progenitor-like cells from human renal proximal tubules"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23911/suppl"	21281815		"David Lindgren"	"Feb 01, 2011"
GSE26775	"Identification of STAT5 target genes in human CB HSC, CMP, GMP and MEP"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26775/suppl"	21263150		"JJ Schuringa"	"Jan 22, 2011"
GSE20159	"Systematic meta-analysis and replication of genome-wide expression studies of Parkinson's disease: 1"	"Expression profiling by array"	"Homo sapiens"	33		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20159/suppl"	20926834		"Bin Zheng"	"Jan 20, 2011"
GSE25848	"ATM regulates a DNA damage response post-transcriptional RNA operon in lymphocytes"	"Expression profiling by array"	"Homo sapiens"	12				21209379		"Kevin G Becker"	"Jan 05, 2011"
GSE21311	"Maternal influences on the transmission of leukocyte gene expression profiles in population samples (Red Cross Donors)"	"Expression profiling by array"	"Homo sapiens"	100		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21311/suppl"	21217831		"Jinhee Kim"	"Jan 01, 2011"
GSE21342	"Maternal influences on the transmission of leukocyte gene expression profiles in population samples (mother and child)"	"Expression profiling by array"	"Homo sapiens"	56		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21342/suppl"	21217831		"Jinhee Kim"	"Jan 01, 2011"
GSE21345	"Maternal influences on the transmission of leukocyte gene expression profiles in population samples"	"Expression profiling by array"	"Homo sapiens"	156				21217831		"Jinhee Kim"	"Jan 01, 2011"
GSE17822	"A Comparision of Gene Expression between Normal and Diseased Human Meibomian Glands"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17822/suppl"	21372006		"David A Sullivan"	"Dec 31, 2010"
GSE22956	"NFAT5 is a critical regulator of rheumatoid inflammation"	"Expression profiling by array"	"Homo sapiens"	21		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22956/suppl"	21717420		"Sungyong You"	"Dec 31, 2010"
GSE20931	"Weight loss in obesity reduces colorectal inflammation"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20931/suppl"	21147860		"Mayte Suarez-Farinas"	"Dec 30, 2010"
GSE21980	"Growth hormone receptor deficiency is associated with a major reduction in pro-aging signaling, cancer, and diabetes in humans"	"Expression profiling by array"	"Homo sapiens"	11		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21980/suppl"	21325617		"Kevin G Becker"	"Dec 25, 2010"
GSE26264	"Genome-wide analysis gene expression of MCF10A cells growing in the presence of EGF or AREG or without EGF or AREG for 24 hrs"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26264/suppl"			"Andrea Baillo"	"Dec 23, 2010"
GSE26079	"Genome-wide analysis gene expression in SUM-149 cells expressing AREG shRNA"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26079/suppl"	21302279		"Andrea Baillo"	"Dec 15, 2010"
GSE25580	"Examination of impact of pathogenic mutations in LRRK2 upon gene expression in patient fibroblasts and HEK cells"	"Expression profiling by array"	"Homo sapiens"	56		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25580/suppl"	21799870		"Marcel van der Brug"	"Dec 03, 2010"
GSE24767	"Integrative responses to IL-17 and TNF-α in human keratinocytes account for key inflammatory pathogenic circuits in psoriasis"	"Expression profiling by array"	"Homo sapiens"	22		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24767/suppl"	21085185		"Mayte Suarez-Farinas"	"Nov 24, 2010"
GSE23518	"Microarray Analysis Reveals Distinct Gene Expression Profiles Among Different Tumor Histology, Stage and Disease Outcomes in Endometrial Adenocarcinoma"	"Expression profiling by array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23518/suppl"	21079744		"song liu"	"Nov 17, 2010"
GSE25314	"FoxA1 is a critical determinant of Estrogen Receptor function and endocrine response (part I)"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25314/suppl"	21151129		"Roslin Russell"	"Nov 17, 2010"
GSE25316	"FoxA1 is a critical determinant of Estrogen Receptor function and endocrine response"	"Expression profiling by array"	"Homo sapiens"	28				21151129		"Roslin Russell"	"Nov 17, 2010"
GSE18956	"Genome-wide analysis of human pulmonary artery endothelial cells after knockdown of either BMPRII or beta-catenin"	"Expression profiling by array"	"Homo sapiens"	11		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18956/suppl"	21821917		"Molong Li"	"Nov 06, 2010"
GSE25101	"Expression profiling in whole blood in ankylosing spondylitis patients and controls"	"Expression profiling by array"	"Homo sapiens"	32	GDS5231	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25101/suppl"	21470430		"Gethin Thomas"	"Nov 04, 2010"
GSE25041	"Gene expression analysis of TRIM5 KD in the THP1 cell line"	"Expression profiling by array"	"Homo sapiens"	5				21512573		"Federico Santoni"	"Nov 02, 2010"
GSE24965	"Examining the transcriptome of growth arrested keratinocytes"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24965/suppl"	25938557		"Orla Gannon"	"Oct 28, 2010"
GSE24901	"Therapeutic globin expression in thalassemia patient induced pluripotent stem cells from genomic safe harbors"	"Expression profiling by array"	"Homo sapiens"	30		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24901/suppl"	21151124		"Manu Setty"	"Oct 26, 2010"
GSE22792	"Comparison of hiPSCs, hESCs and fibroblasts"	"Expression profiling by array"	"Homo sapiens"	14		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22792/suppl"	20953172		"NA-YU CHIA"	"Oct 20, 2010"
GSE22795	"PRDM14 Knockdown in human embryonic stem cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22795/suppl"	20953172		"NA-YU CHIA"	"Oct 20, 2010"
GSE22852	"Gastrointestinal stromal tumor GIST: gene expresssion and ChIP analyses"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	20		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22852/suppl"	20927104		"Yu Chen"	"Oct 14, 2010"
GSE19396	"ETV1 knockdown in GIST cell lines"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19396/suppl"	20927104		"Yu Chen"	"Oct 13, 2010"
GSE22433	"Imatinib Treatment of GIST882"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22433/suppl"	20927104		"Yu Chen"	"Oct 13, 2010"
GSE20381	"Regulation of Angiogenesis by EZH2"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20381/suppl"	20708159		"Sangbae Kim"	"Oct 12, 2010"
GSE17579	"Comparative global transcriptomic profiling of human ES and iPSs cells and their derived microdissected cardiac clusters"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17579/suppl"	20843318		"Joachim Schultze"	"Sep 15, 2010"
GSE19335	"Control of endothelial sprouting by a Tel-CtBP complex"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19335/suppl"	20835243		"Guy Roukens"	"Sep 09, 2010"
GSE23869	"Adult grade II astrocytomas are genetically distinct from their pediatric counterparts, and display a more stem cell-like expression pattern linked with more aggressive behaviour"	"Genome variation profiling by genome tiling array;Expression profiling by array"	"Homo sapiens"	31		"GPR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23869/suppl"			"David T W Jones"	"Aug 31, 2010"
GSE23706	"Lymphoblastoid gene expression analysis"	"Expression profiling by array"	"Homo sapiens"	3		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23706/suppl"	21070966		"Nick Gilbert"	"Aug 27, 2010"
GSE23818	"Analysis of active and inactive X chromosome architecture reveals the independent organization of 30-nm and large scale chromatin structures"	"Expression profiling by array;SNP genotyping by SNP array;Genome binding/occupancy profiling by SNP array"	"Homo sapiens;Mus musculus"	9				21070966		"Nick Gilbert"	"Aug 27, 2010"
GSE19435	"Transcriptional profiles in Blood of patients with Tuberculosis - Longitudinal Study"	"Expression profiling by array"	"Homo sapiens"	33		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19435/suppl"	20725040		"Damien Chaussabel"	"Aug 11, 2010"
GSE19439	"Blood Transcriptional Profiles in Active and Latent Tuberculosis UK (Training Set)"	"Expression profiling by array"	"Homo sapiens"	42		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19439/suppl"	20725040		"Damien Chaussabel"	"Aug 11, 2010"
GSE19442	"Blood Transcriptional Profiles of TB in South Africa"	"Expression profiling by array"	"Homo sapiens"	51		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19442/suppl"	20725040		"Damien Chaussabel"	"Aug 11, 2010"
GSE19443	"Blood Transcriptional Profiles of Active TB (UK Test Set Separated)"	"Expression profiling by array"	"Homo sapiens"	44		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19443/suppl"	20725040		"Damien Chaussabel"	"Aug 11, 2010"
GSE19444	"Blood Transcriptional Profiles of Active and Latent TB (UK Test Set)"	"Expression profiling by array"	"Homo sapiens"	54		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19444/suppl"	20725040		"Damien Chaussabel"	"Aug 11, 2010"
